Travel Destination,Things to Do,Country Name,Location,Review Count
Samarkand,"['Tur (41)', 'Pemandangan & Tengara (37)', 'Transportasi (24)', 'Aktivitas Luar Ruangan (20)', 'Makanan & Minuman (17)', 'Tempat Belanja (11)', 'Kursus & Sanggar (11)', 'Museum (8)', 'Hiburan & Permainan (8)', 'Hiburan malam (3)', 'Spa & Kebugaran (2)', 'Wisata Alam & Taman (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Sumber Informasi Wisatawan (1)', 'Harga terjangkau (22)', 'Cocok untuk Kelompok Besar (16)', 'Bagus Saat Hujan (16)', 'Masuk Gratis (12)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Anak-Anak (6)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (1)']",Uzbekistan,"Samarqand Province, Uzbekistan",15242
Bukhara,"['Pemandangan & Tengara (52)', 'Tur (8)', 'Makanan & Minuman (7)', 'Tempat Belanja (6)', 'Museum (6)', 'Wisata Alam & Taman (4)', 'Kursus & Sanggar (3)', 'Transportasi (3)', 'Aktivitas Luar Ruangan (3)', 'Spa & Kebugaran (2)', 'Kebun Binatang & Akuarium (1)', 'Hiburan & Permainan (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (24)', 'Masuk Gratis (17)', 'Cocok untuk Kelompok Besar (16)', 'Cocok untuk Anak-Anak (13)', 'Bagus Saat Hujan (10)', 'Cocok untuk Pasangan (4)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (1)']",Uzbekistan,"Bukhara Province, Uzbekistan",15007
Khiva,"['Pemandangan & Tengara (44)', 'Tur (3)', 'Museum (3)', 'Transportasi (3)', 'Tempat Belanja (2)', 'Wisata Alam & Taman (2)', 'Harga terjangkau (11)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Anak-Anak (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (3)']",Uzbekistan,"Xorazm Province, Uzbekistan",6968
Urgench,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (3)', 'Taman Air & Taman Hiburan (1)', 'Transportasi (1)']",Uzbekistan,"Xorazm Province, Uzbekistan",127
Nukus,"['Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Pemandangan & Tengara (1)', 'Museum (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Uzbekistan,"Republic of Karakalpakstan, Uzbekistan",726
Termiz,"['Pemandangan & Tengara (13)', 'Museum (2)', 'Spa & Kebugaran (1)', 'Hiburan & Permainan (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Uzbekistan,"Surxondaryo Province, Uzbekistan",170
Shahrisabz,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Uzbekistan,"Qashqadaryo Province, Uzbekistan",391
Navoiy,"['Pemandangan & Tengara (5)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Wisata Alam & Taman (1)', 'Masuk Gratis (1)']",Uzbekistan,"Navoiy Province, Uzbekistan",123
Bukhara Province,"['Pemandangan & Tengara (56)', 'Tur (8)', 'Makanan & Minuman (7)', 'Museum (7)', 'Tempat Belanja (6)', 'Kursus & Sanggar (4)', 'Wisata Alam & Taman (4)', 'Transportasi (3)', 'Aktivitas Luar Ruangan (3)', 'Spa & Kebugaran (2)', 'Hiburan & Permainan (2)', 'Kebun Binatang & Akuarium (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (25)', 'Cocok untuk Kelompok Besar (17)', 'Masuk Gratis (17)', 'Cocok untuk Anak-Anak (14)', 'Bagus Saat Hujan (11)', 'Cocok untuk Pasangan (4)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (1)']",Uzbekistan,Uzbekistan,15049
Samarqand Province,"['Tur (41)', 'Pemandangan & Tengara (39)', 'Transportasi (24)', 'Aktivitas Luar Ruangan (20)', 'Makanan & Minuman (17)', 'Tempat Belanja (11)', 'Kursus & Sanggar (11)', 'Museum (8)', 'Hiburan & Permainan (8)', 'Wisata Alam & Taman (4)', 'Hiburan malam (3)', 'Spa & Kebugaran (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Sumber Informasi Wisatawan (1)', 'Harga terjangkau (22)', 'Cocok untuk Kelompok Besar (16)', 'Bagus Saat Hujan (16)', 'Masuk Gratis (12)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Anak-Anak (6)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (1)']",Uzbekistan,Uzbekistan,15251
Tashkent Province,"['Tur (79)', 'Pemandangan & Tengara (54)', 'Aktivitas Luar Ruangan (42)', 'Tempat Belanja (31)', 'Makanan & Minuman (29)', 'Transportasi (24)', 'Hiburan & Permainan (21)', 'Museum (19)', 'Wisata Alam & Taman (18)', 'Kursus & Sanggar (10)', 'Hiburan malam (8)', 'Konser & Pertunjukan (6)', 'Spa & Kebugaran (5)', 'Taman Air & Taman Hiburan (5)', 'Tur dengan Perahu & Olahraga Air (3)', 'Lihat semua', 'Harga terjangkau (34)', 'Cocok untuk Kelompok Besar (26)', 'Cocok untuk Anak-Anak (24)', 'Masuk Gratis (23)', 'Bagus Saat Hujan (20)', 'Cocok untuk Pasangan (18)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (2)', 'Lokasi bulan madu (1)', 'Berjiwa petualang (1)']",Uzbekistan,Uzbekistan,23025
Xorazm Province,"['Pemandangan & Tengara (49)', 'Wisata Alam & Taman (5)', 'Transportasi (4)', 'Tur (3)', 'Museum (3)', 'Tempat Belanja (2)', 'Taman Air & Taman Hiburan (1)', 'Harga terjangkau (11)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Anak-Anak (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (3)']",Uzbekistan,Uzbekistan,7105
Yusufhona,"['Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)']",Uzbekistan,"Tashkent Province, Uzbekistan",273
Kokand,"['Pemandangan & Tengara (3)', 'Museum (1)', 'Harga terjangkau (2)', 'Bagus Saat Hujan (1)']",Uzbekistan,"Fergana Province, Uzbekistan",190
Republic of Karakalpakstan,"['Pemandangan & Tengara (7)', 'Tur (3)', 'Museum (2)', 'Aktivitas Luar Ruangan (2)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (3)', 'Masuk Gratis (3)', 'Cocok untuk Pasangan (2)', 'Bagus Saat Hujan (1)']",Uzbekistan,Uzbekistan,902
Navoiy Province,"['Pemandangan & Tengara (8)', 'Wisata Alam & Taman (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Masuk Gratis (1)']",Uzbekistan,Uzbekistan,198
Fergana Province,"['Pemandangan & Tengara (5)', 'Tempat Belanja (4)', 'Kursus & Sanggar (1)', 'Tur (1)', 'Museum (1)', 'Bagus Saat Hujan (3)', 'Harga terjangkau (2)', 'Masuk Gratis (1)']",Uzbekistan,Uzbekistan,706
Surxondaryo Province,"['Pemandangan & Tengara (14)', 'Museum (2)', 'Wisata Alam & Taman (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Uzbekistan,Uzbekistan,175
Erbil,"['Wisata Alam & Taman (10)', 'Hiburan malam (6)', 'Tempat Belanja (6)', 'Tur (4)', 'Pemandangan & Tengara (4)', 'Aktivitas Luar Ruangan (4)', 'Museum (3)', 'Makanan & Minuman (2)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Taman Air & Taman Hiburan (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (8)', 'Cocok untuk Anak-Anak (7)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (3)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Iraq,"Erbil Province, Irak",6943
Baghdad,"['Pemandangan & Tengara (17)', 'Tempat Belanja (4)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Tur (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (7)', 'Masuk Gratis (7)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Iraq,"Baghdad Province, Irak",1763
Sulaymaniyah,"['Pemandangan & Tengara (13)', 'Wisata Alam & Taman (12)', 'Tempat Belanja (3)', 'Museum (3)', 'Hiburan & Permainan (2)', 'Aktivitas Luar Ruangan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Pasangan (1)']",Iraq,"Sulaymaniyah Province, Irak",1101
Duhok,"['Pemandangan & Tengara (6)', 'Wisata Alam & Taman (4)', 'Tempat Belanja (3)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (1)']",Iraq,"Duhok Province, Irak",399
Najaf,"['Pemandangan & Tengara (2)', 'Harga terjangkau (2)', 'Masuk Gratis (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']",Iraq,"Najaf Province, Irak",204
Karbala,"['Pemandangan & Tengara (5)', 'Museum (1)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)']",Iraq,"Karbala Province, Irak",291
Erbil Province,"['Wisata Alam & Taman (10)', 'Tempat Belanja (9)', 'Hiburan malam (6)', 'Pemandangan & Tengara (5)', 'Tur (4)', 'Aktivitas Luar Ruangan (4)', 'Museum (3)', 'Makanan & Minuman (2)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Taman Air & Taman Hiburan (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (8)', 'Cocok untuk Anak-Anak (7)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (3)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Iraq,Irak,6959
Basrah,"['Pemandangan & Tengara (3)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Iraq,"Basrah Province, Irak",215
Najaf Province,"['Pemandangan & Tengara (6)', 'Tur (1)', 'Museum (1)', 'Masuk Gratis (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Kelompok Besar (1)']",Iraq,Irak,266
Karbala Province,"['Pemandangan & Tengara (5)', 'Museum (1)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)']",Iraq,Irak,291
Sulaymaniyah Province,"['Pemandangan & Tengara (15)', 'Wisata Alam & Taman (12)', 'Museum (4)', 'Tempat Belanja (3)', 'Hiburan & Permainan (2)', 'Aktivitas Luar Ruangan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Harga terjangkau (3)', 'Cocok untuk Pasangan (1)']",Iraq,Irak,1103
Baghdad Province,"['Pemandangan & Tengara (17)', 'Tempat Belanja (4)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Tur (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (7)', 'Masuk Gratis (7)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Iraq,Irak,1763
Duhok Province,"['Pemandangan & Tengara (7)', 'Wisata Alam & Taman (4)', 'Tempat Belanja (3)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (3)', 'Cocok untuk Kelompok Besar (1)', 'Bagus Saat Hujan (1)']",Iraq,Irak,429
Basrah Province,"['Pemandangan & Tengara (3)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",Iraq,Irak,216
Furano,"['Pemandangan & Tengara (16)', 'Aktivitas Luar Ruangan (13)', 'Tempat Belanja (10)', 'Tur (8)', 'Wisata Alam & Taman (7)', 'Makanan & Minuman (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Sumber Informasi Wisatawan (4)', 'Spa & Kebugaran (3)', 'Kursus & Sanggar (3)', 'Hiburan & Permainan (2)', 'Transportasi (2)', 'Museum (1)', 'Acara (1)', 'Masuk Gratis (10)', 'Cocok untuk Anak-Anak (9)', 'Bagus Saat Hujan (7)', 'Cocok untuk Pasangan (6)', 'Harga terjangkau (6)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Lokasi bulan madu (3)', 'Berjiwa petualang (2)']",Japan,"Hokkaido, Jepang",10157
Nasu-machi,"['Pemandangan & Tengara (22)', 'Tempat Belanja (21)', 'Museum (21)', 'Wisata Alam & Taman (20)', 'Aktivitas Luar Ruangan (16)', 'Spa & Kebugaran (11)', 'Tur (5)', 'Kebun Binatang & Akuarium (5)', 'Sumber Informasi Wisatawan (5)', 'Hiburan & Permainan (4)', 'Kursus & Sanggar (3)', 'Taman Air & Taman Hiburan (3)', 'Makanan & Minuman (2)', 'Hiburan malam (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Lihat semua', 'Nasu Onsen (1)', 'Cocok untuk Anak-Anak (15)', 'Masuk Gratis (11)', 'Bagus Saat Hujan (10)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Pasangan (1)']",Japan,"Nasu-gun, Jepang",11766
Koya-cho,"['Pemandangan & Tengara (58)', 'Tempat Belanja (6)', 'Sumber Informasi Wisatawan (3)', 'Tur (2)', 'Museum (2)', 'Spa & Kebugaran (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Harga terjangkau (14)', 'Bagus Saat Hujan (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (7)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (2)', 'Cocok untuk Anak-Anak (1)']",Japan,"Ito-gun, Jepang",9319
Shirahama-cho,"['Spa & Kebugaran (16)', 'Aktivitas Luar Ruangan (15)', 'Wisata Alam & Taman (13)', 'Pemandangan & Tengara (12)', 'Tur (10)', 'Tur dengan Perahu & Olahraga Air (7)', 'Tempat Belanja (6)', 'Museum (5)', 'Hiburan & Permainan (4)', 'Sumber Informasi Wisatawan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Kebun Binatang & Akuarium (3)', 'Transportasi (3)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Cocok untuk Anak-Anak (8)', 'Harga terjangkau (7)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Kelompok Besar (5)', 'Bagus Saat Hujan (5)', 'Masuk Gratis (4)', 'Lokasi bulan madu (3)', 'Berjiwa petualang (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Nishimuro-gun, Jepang",11090
Asahikawa,"['Pemandangan & Tengara (37)', 'Hiburan malam (33)', 'Spa & Kebugaran (29)', 'Wisata Alam & Taman (22)', 'Museum (20)', 'Tempat Belanja (18)', 'Aktivitas Luar Ruangan (14)', 'Hiburan & Permainan (8)', 'Transportasi (4)', 'Sumber Informasi Wisatawan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Tur (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Lihat semua', 'Cocok untuk Anak-Anak (13)', 'Masuk Gratis (13)', 'Bagus Saat Hujan (12)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Pasangan (2)']",Japan,"Hokkaido, Jepang",17912
Okinawa City,"['Hiburan malam (17)', 'Tempat Belanja (16)', 'Tur (10)', 'Hiburan & Permainan (10)', 'Aktivitas Luar Ruangan (10)', 'Pemandangan & Tengara (8)', 'Wisata Alam & Taman (7)', 'Museum (6)', 'Tur dengan Perahu & Olahraga Air (4)', 'Makanan & Minuman (3)', 'Spa & Kebugaran (3)', 'Konser & Pertunjukan (3)', 'Taman Air & Taman Hiburan (2)', 'Transportasi (2)', 'Kursus & Sanggar (1)', 'Lihat semua', 'Harga terjangkau (4)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Pasangan (1)']",Japan,"Okinawa Prefecture, Jepang",5802
Naha,"['Tempat Belanja (157)', 'Pemandangan & Tengara (150)', 'Hiburan malam (97)', 'Tur (87)', 'Aktivitas Luar Ruangan (84)', 'Tur dengan Perahu & Olahraga Air (69)', 'Wisata Alam & Taman (33)', 'Hiburan & Permainan (32)', 'Museum (24)', 'Spa & Kebugaran (22)', 'Konser & Pertunjukan (17)', 'Transportasi (17)', 'Sumber Informasi Wisatawan (17)', 'Kursus & Sanggar (15)', 'Makanan & Minuman (12)', 'Lihat semua', 'Harga terjangkau (44)', 'Masuk Gratis (38)', 'Bagus Saat Hujan (33)', 'Cocok untuk Anak-Anak (23)', 'Cocok untuk Kelompok Besar (16)', 'Cocok untuk Pasangan (13)', 'Lokasi bulan madu (5)', 'Berjiwa petualang (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (1)']",Japan,"Okinawa Prefecture, Jepang",106331
Ishigaki,"['Aktivitas Luar Ruangan (157)', 'Tur (139)', 'Tur dengan Perahu & Olahraga Air (123)', 'Pemandangan & Tengara (95)', 'Tempat Belanja (77)', 'Wisata Alam & Taman (38)', 'Kursus & Sanggar (20)', 'Museum (18)', 'Spa & Kebugaran (13)', 'Hiburan & Permainan (9)', 'Makanan & Minuman (8)', 'Hiburan malam (7)', 'Transportasi (7)', 'Sumber Informasi Wisatawan (6)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (34)', 'Masuk Gratis (32)', 'Cocok untuk Anak-Anak (25)', 'Cocok untuk Pasangan (18)', 'Bagus Saat Hujan (18)', 'Cocok untuk Kelompok Besar (13)', 'Lokasi bulan madu (9)', 'Berjiwa petualang (7)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Tempat yang Belum Populer (4)']",Japan,"Okinawa Prefecture, Jepang",49075
Matsuyama,"['Pemandangan & Tengara (152)', 'Tempat Belanja (50)', 'Spa & Kebugaran (41)', 'Hiburan malam (40)', 'Museum (31)', 'Wisata Alam & Taman (28)', 'Aktivitas Luar Ruangan (22)', 'Hiburan & Permainan (15)', 'Transportasi (10)', 'Sumber Informasi Wisatawan (9)', 'Makanan & Minuman (7)', 'Tur (6)', 'Konser & Pertunjukan (3)', 'Kursus & Sanggar (2)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Harga terjangkau (28)', 'Bagus Saat Hujan (21)', 'Cocok untuk Anak-Anak (14)', 'Masuk Gratis (12)', 'Cocok untuk Pasangan (9)', 'Cocok untuk Kelompok Besar (9)']",Japan,"Ehime Prefecture, Jepang",30245
Aomori,"['Pemandangan & Tengara (61)', 'Spa & Kebugaran (38)', 'Tempat Belanja (32)', 'Hiburan malam (29)', 'Wisata Alam & Taman (24)', 'Museum (18)', 'Aktivitas Luar Ruangan (15)', 'Tur (12)', 'Sumber Informasi Wisatawan (11)', 'Transportasi (10)', 'Hiburan & Permainan (8)', 'Tur dengan Perahu & Olahraga Air (6)', 'Kursus & Sanggar (5)', 'Makanan & Minuman (2)', 'Konser & Pertunjukan (2)', 'Lihat semua', 'Harga terjangkau (20)', 'Bagus Saat Hujan (20)', 'Masuk Gratis (16)', 'Cocok untuk Anak-Anak (14)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (5)', 'Berjiwa petualang (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Aomori Prefecture, Jepang",16182
Sendai,"['Pemandangan & Tengara (153)', 'Hiburan malam (130)', 'Tempat Belanja (99)', 'Hiburan & Permainan (56)', 'Museum (54)', 'Wisata Alam & Taman (53)', 'Kursus & Sanggar (50)', 'Spa & Kebugaran (26)', 'Aktivitas Luar Ruangan (24)', 'Tur (18)', 'Transportasi (14)', 'Makanan & Minuman (13)', 'Sumber Informasi Wisatawan (10)', 'Tur dengan Perahu & Olahraga Air (7)', 'Taman Air & Taman Hiburan (6)', 'Lihat semua', 'Harga terjangkau (29)', 'Masuk Gratis (28)', 'Bagus Saat Hujan (28)', 'Cocok untuk Anak-Anak (24)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (8)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",Japan,"Miyagi Prefecture, Jepang",55052
Kyushu-Okinawa,"['Pemandangan & Tengara (3.835)', 'Wisata Alam & Taman (1.676)', 'Tempat Belanja (1.427)', 'Spa & Kebugaran (1.011)', 'Hiburan malam (970)', 'Museum (900)', 'Aktivitas Luar Ruangan (883)', 'Hiburan & Permainan (515)', 'Sumber Informasi Wisatawan (512)', 'Tur (401)', 'Makanan & Minuman (296)', 'Tur dengan Perahu & Olahraga Air (203)', 'Transportasi (192)', 'Kursus & Sanggar (73)', 'Taman Air & Taman Hiburan (64)', 'Lihat semua', 'Hakata Station (3)', 'Beppu Station (1)', 'Nakatsu Station (1)', 'Harga terjangkau (465)', 'Masuk Gratis (409)', 'Cocok untuk Anak-Anak (360)', 'Bagus Saat Hujan (334)', 'Cocok untuk Kelompok Besar (191)', 'Cocok untuk Pasangan (146)', 'Berjiwa petualang (45)', 'Lokasi bulan madu (30)', 'Cocok untuk Penggemar Aktivitas Ekstrem (11)', 'Tempat yang Belum Populer (10)']",Japan,Jepang,559948
Beppu,"['Spa & Kebugaran (56)', 'Pemandangan & Tengara (36)', 'Tempat Belanja (31)', 'Wisata Alam & Taman (25)', 'Aktivitas Luar Ruangan (15)', 'Tur (14)', 'Museum (9)', 'Hiburan malam (8)', 'Sumber Informasi Wisatawan (7)', 'Hiburan & Permainan (6)', 'Taman Air & Taman Hiburan (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Kursus & Sanggar (2)', 'Makanan & Minuman (1)', 'Lihat semua', 'Beppu Station (1)', 'Harga terjangkau (23)', 'Cocok untuk Anak-Anak (21)', 'Bagus Saat Hujan (17)', 'Cocok untuk Kelompok Besar (12)', 'Cocok untuk Pasangan (8)', 'Masuk Gratis (8)', 'Berjiwa petualang (5)', 'Lokasi bulan madu (1)']",Japan,"Oita Prefecture, Jepang",22534
Sasebo,"['Pemandangan & Tengara (68)', 'Wisata Alam & Taman (37)', 'Hiburan malam (20)', 'Tempat Belanja (19)', 'Hiburan & Permainan (18)', 'Aktivitas Luar Ruangan (17)', 'Museum (12)', 'Spa & Kebugaran (9)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (6)', 'Transportasi (6)', 'Sumber Informasi Wisatawan (6)', 'Makanan & Minuman (5)', 'Konser & Pertunjukan (4)', 'Kebun Binatang & Akuarium (2)', 'Lihat semua', 'Harga terjangkau (10)', 'Cocok untuk Anak-Anak (10)', 'Masuk Gratis (8)', 'Cocok untuk Pasangan (7)', 'Bagus Saat Hujan (6)', 'Cocok untuk Kelompok Besar (4)', 'Lokasi bulan madu (2)', 'Berjiwa petualang (1)']",Japan,"Nagasaki Prefecture, Jepang",13246
Kumamoto,"['Hiburan malam (116)', 'Pemandangan & Tengara (98)', 'Tempat Belanja (55)', 'Museum (32)', 'Hiburan & Permainan (27)', 'Spa & Kebugaran (26)', 'Wisata Alam & Taman (21)', 'Sumber Informasi Wisatawan (16)', 'Makanan & Minuman (11)', 'Transportasi (10)', 'Tur (9)', 'Aktivitas Luar Ruangan (9)', 'Kursus & Sanggar (2)', 'Kebun Binatang & Akuarium (2)', 'Konser & Pertunjukan (2)', 'Lihat semua', 'Bagus Saat Hujan (20)', 'Harga terjangkau (18)', 'Cocok untuk Anak-Anak (15)', 'Masuk Gratis (15)', 'Cocok untuk Kelompok Besar (9)', 'Cocok untuk Pasangan (5)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Japan,"Kumamoto Prefecture, Jepang",29221
Kagoshima,"['Pemandangan & Tengara (127)', 'Hiburan malam (70)', 'Tempat Belanja (58)', 'Spa & Kebugaran (55)', 'Wisata Alam & Taman (37)', 'Museum (36)', 'Hiburan & Permainan (23)', 'Transportasi (21)', 'Tur (17)', 'Aktivitas Luar Ruangan (15)', 'Makanan & Minuman (11)', 'Sumber Informasi Wisatawan (10)', 'Tur dengan Perahu & Olahraga Air (5)', 'Kursus & Sanggar (4)', 'Kebun Binatang & Akuarium (2)', 'Lihat semua', 'Harga terjangkau (31)', 'Masuk Gratis (29)', 'Cocok untuk Anak-Anak (26)', 'Bagus Saat Hujan (23)', 'Cocok untuk Kelompok Besar (18)', 'Cocok untuk Pasangan (8)', 'Lokasi bulan madu (2)']",Japan,"Kagoshima Prefecture, Jepang",34527
