,Country Name,Travel Destination,Checking,Things to Do,location,reviewcount
210,Indonesia,Buleleng,Buleleng,"['Tur (108)', 'Aktivitas Luar Ruangan (82)', 'Tur dengan Perahu & Olahraga Air (54)', 'Transportasi (42)', 'Wisata Alam & Taman (19)', 'Spa & Kebugaran (16)', 'Pemandangan & Tengara (16)', 'Makanan & Minuman (12)', 'Kursus & Sanggar (11)', 'Hiburan malam (7)', 'Tempat Belanja (6)', 'Hiburan & Permainan (4)', 'Museum (3)', 'Taman Air & Taman Hiburan (2)', 'Sumber Informasi Wisatawan (1)', 'Cocok untuk Pasangan (52)', 'Harga terjangkau (37)', 'Cocok untuk Anak-Anak (34)', 'Bagus Saat Hujan (24)', 'Cocok untuk Kelompok Besar (21)', 'Lokasi bulan madu (18)', 'Cocok untuk Penggemar Aktivitas Ekstrem (12)', 'Masuk Gratis (9)', 'Tempat yang Belum Populer (8)', 'Berjiwa petualang (7)']","Buleleng, Indonesia",449
213,Indonesia,Pekutatan,Pekutatan,"['Wisata Alam & Taman (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Bali, Indonesia",1184
214,Indonesia,Tulungagung,Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)', 'Taman Air & Taman Hiburan (2)', 'Transportasi (1)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)']","Jawa Timur, Indonesia",813
215,Indonesia,Maumere,Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Pemandangan & Tengara (5)', 'Wisata Alam & Taman (5)', 'Tur dengan Perahu & Olahraga Air (3)', 'Tempat Belanja (1)', 'Kursus & Sanggar (1)', 'Museum (1)', 'Konser & Pertunjukan (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Kelompok Besar (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (3)', 'Masuk Gratis (3)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Flores, Indonesia",1754
216,Indonesia,Tomohon,Tomohon,"['Wisata Alam & Taman (8)', 'Pemandangan & Tengara (6)', 'Aktivitas Luar Ruangan (2)', 'Tur (1)', 'Harga terjangkau (6)', 'Masuk Gratis (4)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Sulawesi Utara, Indonesia",1627
218,Indonesia,Pulau Moyo,Pulau Moyo,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Aktivitas Luar Ruangan (3)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Nusa Tenggara Barat, Indonesia",301
222,Indonesia,Jombang,Jombang,"['Pemandangan & Tengara (10)', 'Wisata Alam & Taman (5)', 'Tempat Belanja (2)', 'Taman Air & Taman Hiburan (2)', 'Tur (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)']","Jawa Timur, Indonesia",355
226,Indonesia,Waisai,Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (4)', 'Wisata Alam & Taman (4)', 'Pemandangan & Tengara (1)', 'Transportasi (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)']","Raja Ampat, Indonesia",329
227,Indonesia,Pulau Simeulue,Pulau Simeulue,"['Pemandangan & Tengara (3)', 'Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)']","Aceh, Indonesia",369
228,Indonesia,Selong Belanak,Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (9)', 'Spa & Kebugaran (3)', 'Wisata Alam & Taman (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (7)', 'Cocok untuk Anak-Anak (4)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Lokasi bulan madu (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Lombok, Indonesia",3044
232,Indonesia,Pulau Lembeh,Pulau Lembeh,"['Wisata Alam & Taman (2)', 'Pemandangan & Tengara (1)', 'Aktivitas Luar Ruangan (1)']","Bitung, Indonesia",1484
234,Indonesia,Pejeng Kangin,Pejeng Kangin,['Spa & Kebugaran (1)'],"Tampaksiring, Indonesia",329
235,Indonesia,Pulau Malenge,Pulau Malenge,"['Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Tur dengan Perahu & Olahraga Air (1)']","Kepulauan Togian, Indonesia",331
236,Indonesia,Merek,Merek,"['Pemandangan & Tengara (2)', 'Wisata Alam & Taman (1)']","Sumatera Utara, Indonesia",485
237,Indonesia,Kuta Utara,Kuta Utara,"['Tur (197)', 'Aktivitas Luar Ruangan (155)', 'Spa & Kebugaran (119)', 'Tur dengan Perahu & Olahraga Air (94)', 'Tempat Belanja (50)', 'Kursus & Sanggar (44)', 'Transportasi (33)', 'Makanan & Minuman (24)', 'Hiburan & Permainan (23)', 'Hiburan malam (16)', 'Wisata Alam & Taman (12)', 'Pemandangan & Tengara (5)', 'Museum (4)', 'Taman Air & Taman Hiburan (2)', 'Konser & Pertunjukan (2)', 'Cocok untuk Pasangan (100)', 'Bagus Saat Hujan (92)', 'Harga terjangkau (80)', 'Cocok untuk Anak-Anak (66)', 'Cocok untuk Penggemar Aktivitas Ekstrem (43)', 'Cocok untuk Kelompok Besar (40)', 'Masuk Gratis (24)', 'Lokasi bulan madu (22)', 'Berjiwa petualang (18)', 'Tempat yang Belum Populer (12)']","Bali, Indonesia",189170
238,Indonesia,Nganjuk,Nganjuk,"['Pemandangan & Tengara (4)', 'Wisata Alam & Taman (4)', 'Museum (1)', 'Harga terjangkau (1)']","Jawa Timur, Indonesia",140
240,Indonesia,Takengon,Takengon,"['Pemandangan & Tengara (2)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Aceh, Indonesia",119
241,Indonesia,Pandeglang,Pandeglang,"['Tur (10)', 'Aktivitas Luar Ruangan (10)', 'Wisata Alam & Taman (8)', 'Tur dengan Perahu & Olahraga Air (7)', 'Transportasi (6)', 'Taman Air & Taman Hiburan (2)', 'Tempat Belanja (1)', 'Pemandangan & Tengara (1)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Banten Province, Indonesia",287
242,Indonesia,Payakumbuh,Payakumbuh,"['Pemandangan & Tengara (4)', 'Wisata Alam & Taman (3)', 'Tempat Belanja (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (3)', 'Harga terjangkau (2)', 'Masuk Gratis (2)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","West Sumatra, Indonesia",498
243,Indonesia,Trenggalek,Trenggalek,"['Wisata Alam & Taman (13)', 'Aktivitas Luar Ruangan (10)', 'Cocok untuk Anak-Anak (3)']","Jawa Timur, Indonesia",138
245,Indonesia,Pakem,Pakem,"['Pemandangan & Tengara (2)', 'Tur (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)']","Yogyakarta, Indonesia",182
247,Indonesia,Kaliurang,Kaliurang,"['Tur (1)', 'Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Kelompok Besar (2)', 'Berjiwa petualang (2)', 'Harga terjangkau (1)']","Jawa Tengah, Indonesia",183
248,Indonesia,Sengkang,Sengkang,"['Tempat Belanja (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)']","Sulawesi Selatan, Indonesia",393
249,Indonesia,Kalianda,Kalianda,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)', 'Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Lampung, Indonesia",172
250,Indonesia,Bondowoso,Bondowoso,"['Wisata Alam & Taman (5)', 'Tur (4)', 'Aktivitas Luar Ruangan (4)', 'Transportasi (3)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)']","Jawa Timur, Indonesia",612
252,Indonesia,Padang Sidempuan,Padang Sidempuan,['Pemandangan & Tengara (1)'],"Sumatera Utara, Indonesia",104
254,Indonesia,Sukapura,Sukapura,['Tur (1)'],"Jawa Timur, Indonesia",716
255,Indonesia,Ponorogo,Ponorogo,"['Wisata Alam & Taman (4)', 'Pemandangan & Tengara (2)', 'Tempat Belanja (1)', 'Tur (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Jawa Timur, Indonesia",320
256,Indonesia,Bojonegoro,Bojonegoro,"['Wisata Alam & Taman (3)', 'Tempat Belanja (1)', 'Pemandangan & Tengara (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)']","Jawa Timur, Indonesia",492
258,Indonesia,Pemaron,Pemaron,"['Spa & Kebugaran (1)', 'Cocok untuk Pasangan (1)', 'Bagus Saat Hujan (1)']","Pantai Lovina, Indonesia",1366
259,Indonesia,Anturan,Anturan,"['Tur (4)', 'Spa & Kebugaran (3)', 'Aktivitas Luar Ruangan (3)', 'Hiburan malam (2)', 'Transportasi (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (4)', 'Harga terjangkau (3)', 'Lokasi bulan madu (3)', 'Bagus Saat Hujan (3)', 'Cocok untuk Kelompok Besar (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Pantai Lovina, Indonesia",5012
260,Indonesia,Pulau Seram,Pulau Seram,"['Wisata Alam & Taman (6)', 'Aktivitas Luar Ruangan (2)']","Kepulauan Maluku, Indonesia",134
262,Indonesia,Sulawesi Utara,Sulawesi Utara,"['Aktivitas Luar Ruangan (65)', 'Wisata Alam & Taman (58)', 'Tur (48)', 'Tur dengan Perahu & Olahraga Air (30)', 'Pemandangan & Tengara (27)', 'Transportasi (8)', 'Spa & Kebugaran (7)', 'Tempat Belanja (6)', 'Hiburan malam (5)', 'Hiburan & Permainan (5)', 'Makanan & Minuman (3)', 'Museum (3)', 'Taman Air & Taman Hiburan (3)', 'Kursus & Sanggar (1)', 'Harga terjangkau (18)', 'Cocok untuk Anak-Anak (17)', 'Cocok untuk Pasangan (14)', 'Masuk Gratis (14)', 'Cocok untuk Kelompok Besar (12)', 'Cocok untuk Penggemar Aktivitas Ekstrem (7)', 'Bagus Saat Hujan (6)', 'Berjiwa petualang (4)', 'Lokasi bulan madu (3)', 'Tempat yang Belum Populer (3)']","Sulawesi, Indonesia",26919
263,Indonesia,Banjarbaru,Banjarbaru,"['Wisata Alam & Taman (7)', 'Pemandangan & Tengara (5)', 'Aktivitas Luar Ruangan (4)', 'Museum (2)', 'Spa & Kebugaran (1)', 'Cocok untuk Anak-Anak (2)']","Kalimantan Selatan, Indonesia",945
264,Indonesia,Morotai,Morotai,"['Wisata Alam & Taman (7)', 'Pemandangan & Tengara (4)', 'Aktivitas Luar Ruangan (4)', 'Masuk Gratis (1)']","Maluku Utara, Indonesia",132
267,Indonesia,Ende,Ende,"['Pemandangan & Tengara (8)', 'Wisata Alam & Taman (8)', 'Aktivitas Luar Ruangan (6)', 'Tur (4)', 'Tur dengan Perahu & Olahraga Air (2)', 'Tempat Belanja (1)', 'Museum (1)', 'Cocok untuk Anak-Anak (3)', 'Harga terjangkau (2)', 'Masuk Gratis (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)']","Flores, Indonesia",1461
268,Indonesia,Jembrana,Jembrana,"['Wisata Alam & Taman (8)', 'Aktivitas Luar Ruangan (8)', 'Pemandangan & Tengara (6)', 'Tur (2)', 'Kebun Binatang & Akuarium (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Harga terjangkau (2)', 'Masuk Gratis (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Bali, Indonesia",350
269,Indonesia,Pupuan,Pupuan,"['Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Bali, Indonesia",610
270,Indonesia,Biak,Biak,"['Wisata Alam & Taman (22)', 'Aktivitas Luar Ruangan (12)', 'Pemandangan & Tengara (6)', 'Tempat Belanja (2)', 'Makanan & Minuman (1)']","Papua, Indonesia",301
274,Indonesia,Pererenan,Pererenan,"['Kursus & Sanggar (3)', 'Makanan & Minuman (2)', 'Spa & Kebugaran (2)', 'Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Pasangan (1)', 'Bagus Saat Hujan (1)']","Canggu, Indonesia",1830
276,Indonesia,Tarutung,Tarutung,"['Pemandangan & Tengara (2)', 'Spa & Kebugaran (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Anak-Anak (1)']","Sumatera Utara, Indonesia",105
277,Indonesia,Wamena,Wamena,"['Pemandangan & Tengara (8)', 'Tur (4)', 'Wisata Alam & Taman (4)', 'Aktivitas Luar Ruangan (3)', 'Tempat Belanja (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Papua, Indonesia",416
278,Indonesia,Merauke,Merauke,"['Pemandangan & Tengara (3)', 'Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Wisata Alam & Taman (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Masuk Gratis (1)']","Papua, Indonesia",214
279,Indonesia,Pulau Pef,Pulau Pef,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)']","Raja Ampat, Indonesia",142
280,Indonesia,Riau Archipelago,Riau Archipelago,"['Tur (108)', 'Spa & Kebugaran (105)', 'Aktivitas Luar Ruangan (83)', 'Transportasi (71)', 'Tempat Belanja (43)', 'Pemandangan & Tengara (41)', 'Tur dengan Perahu & Olahraga Air (41)', 'Wisata Alam & Taman (38)', 'Hiburan malam (29)', 'Makanan & Minuman (15)', 'Hiburan & Permainan (14)', 'Kursus & Sanggar (5)', 'Taman Air & Taman Hiburan (3)', 'Konser & Pertunjukan (3)', 'Kebun Binatang & Akuarium (2)', '', '', 'Lihat semua', 'Bagus Saat Hujan (70)', 'Harga terjangkau (60)', 'Cocok untuk Pasangan (56)', 'Cocok untuk Anak-Anak (42)', 'Cocok untuk Kelompok Besar (41)', 'Masuk Gratis (32)', 'Lokasi bulan madu (16)', 'Cocok untuk Penggemar Aktivitas Ekstrem (7)', 'Tempat yang Belum Populer (5)', 'Berjiwa petualang (3)']","Riau, Indonesia",87644
282,Indonesia,Melayang,Melayang,['Tur (1)'],"Ubud, Indonesia",1232
285,Indonesia,Nembrala,Nembrala,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)']","Pulau Rote, Indonesia",458
306,Indonesia,Pandaan,Pandaan,"['Tur (1)', 'Pemandangan & Tengara (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (1)']","Jawa Timur, Indonesia",104
308,Indonesia,Songan,Songan,"['Tur (5)', 'Aktivitas Luar Ruangan (5)', 'Pemandangan & Tengara (2)', 'Spa & Kebugaran (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Anak-Anak (1)']","Kintamani, Indonesia",195
310,Indonesia,Kedisan,Kedisan,"['Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)']","Kintamani, Indonesia",1060
313,Indonesia,Blahbatuh,Blahbatuh,"['Tur (14)', 'Aktivitas Luar Ruangan (13)', 'Pemandangan & Tengara (9)', 'Wisata Alam & Taman (6)', 'Spa & Kebugaran (5)', 'Tempat Belanja (4)', 'Makanan & Minuman (4)', 'Kursus & Sanggar (3)', 'Hiburan & Permainan (3)', 'Museum (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (10)', 'Harga terjangkau (8)', 'Cocok untuk Kelompok Besar (8)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Bagus Saat Hujan (4)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (2)', 'Masuk Gratis (2)', 'Berjiwa petualang (1)']","Gianyar Regency, Indonesia",4083
317,Indonesia,Galang,Galang,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (3)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)']","Riau Archipelago, Indonesia",153
318,Indonesia,Purwodadi,Purwodadi,"['Wisata Alam & Taman (3)', 'Pemandangan & Tengara (2)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)']","Jawa Tengah, Indonesia",123
320,Indonesia,Maros,Maros,"['Wisata Alam & Taman (3)', 'Pemandangan & Tengara (2)', 'Taman Air & Taman Hiburan (2)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Berjiwa petualang (2)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)']","Sulawesi Selatan, Indonesia",609
321,Indonesia,Penebel,Penebel,"['Tur (4)', 'Aktivitas Luar Ruangan (4)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Pemandangan & Tengara (2)', 'Spa & Kebugaran (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Tempat yang Belum Populer (2)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Bali, Indonesia",815
322,Indonesia,Provinsi Riau,Provinsi Riau,"['Tempat Belanja (24)', 'Pemandangan & Tengara (20)', 'Wisata Alam & Taman (17)', 'Spa & Kebugaran (6)', 'Aktivitas Luar Ruangan (6)', 'Hiburan malam (5)', 'Transportasi (5)', 'Makanan & Minuman (4)', 'Taman Air & Taman Hiburan (3)', 'Tur (2)', 'Hiburan & Permainan (2)', 'Kebun Binatang & Akuarium (1)', 'Museum (1)', 'Sumber Informasi Wisatawan (1)', 'Harga terjangkau (8)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (7)', 'Bagus Saat Hujan (6)', 'Cocok untuk Kelompok Besar (5)']","Sumatra, Indonesia",14040
324,Indonesia,Sragen,Sragen,"['Spa & Kebugaran (1)', 'Museum (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)']","Jawa Tengah, Indonesia",207
328,Indonesia,Ciamis,Ciamis,"['Pemandangan & Tengara (10)', 'Wisata Alam & Taman (10)', 'Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Tempat Belanja (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)']","Jawa Barat, Indonesia",539
332,Indonesia,Tenggarong,Tenggarong,"['Wisata Alam & Taman (6)', 'Museum (4)', 'Aktivitas Luar Ruangan (3)', 'Pemandangan & Tengara (2)', 'Hiburan & Permainan (2)', 'Tempat Belanja (1)', 'Kebun Binatang & Akuarium (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (1)']","Kalimantan Timur, Indonesia",204
336,Indonesia,Makale,Makale,"['Pemandangan & Tengara (6)', 'Hiburan & Permainan (1)', 'Wisata Alam & Taman (1)', 'Masuk Gratis (3)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Anak-Anak (1)']","Sulawesi Selatan, Indonesia",283
338,Indonesia,Kepulauan Kai,Kepulauan Kai,"['Wisata Alam & Taman (6)', 'Aktivitas Luar Ruangan (4)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Masuk Gratis (3)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Bagus Saat Hujan (1)']","Kepulauan Maluku, Indonesia",303
344,Indonesia,Cimahi,Cimahi,"['Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)']","Jawa Barat, Indonesia",298
347,Indonesia,Kaliasem,Kaliasem,"['Tur (5)', 'Makanan & Minuman (3)', 'Kursus & Sanggar (3)', 'Transportasi (3)', 'Aktivitas Luar Ruangan (3)', 'Tur dengan Perahu & Olahraga Air (2)', 'Spa & Kebugaran (1)', 'Bagus Saat Hujan (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Harga terjangkau (1)']","Pantai Lovina, Indonesia",2673
351,Indonesia,Temukus,Temukus,"['Taman Air & Taman Hiburan (2)', 'Tempat Belanja (1)', 'Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Hiburan & Permainan (1)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Pantai Lovina, Indonesia",874
353,Indonesia,Lahat,Lahat,"['Wisata Alam & Taman (3)', 'Hiburan malam (1)', 'Pemandangan & Tengara (1)']","Sumatra Selatan, Indonesia",294
354,Indonesia,Sumbawa Besar,Sumbawa Besar,"['Aktivitas Luar Ruangan (5)', 'Wisata Alam & Taman (4)', 'Tur (2)', 'Taman Air & Taman Hiburan (1)']","Sumbawa, Indonesia",202
357,Indonesia,Teluk Bakau,Teluk Bakau,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)']","Bintan, Indonesia",832
362,Indonesia,Pemenang,Pemenang,"['Aktivitas Luar Ruangan (127)', 'Tur (118)', 'Tur dengan Perahu & Olahraga Air (107)', 'Spa & Kebugaran (34)', 'Transportasi (23)', 'Hiburan malam (13)', 'Wisata Alam & Taman (11)', 'Kursus & Sanggar (9)', 'Hiburan & Permainan (7)', 'Pemandangan & Tengara (6)', 'Tempat Belanja (3)', 'Makanan & Minuman (3)', 'Cocok untuk Pasangan (78)', 'Harga terjangkau (70)', 'Bagus Saat Hujan (70)', 'Cocok untuk Penggemar Aktivitas Ekstrem (54)', 'Cocok untuk Kelompok Besar (43)', 'Lokasi bulan madu (41)', 'Berjiwa petualang (33)', 'Cocok untuk Anak-Anak (19)', 'Masuk Gratis (14)', 'Tempat yang Belum Populer (6)']","Lombok, Indonesia",160463
367,Indonesia,Saparua,Saparua,"['Pemandangan & Tengara (2)', 'Aktivitas Luar Ruangan (1)']","Maluku, Indonesia",138
371,Indonesia,Tegal Mengkeb,Tegal Mengkeb,"['Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)']","Selemadeg, Indonesia",210
372,Indonesia,Bayah,Bayah,"['Aktivitas Luar Ruangan (2)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Banten Province, Indonesia",207
374,Indonesia,Tembuku,Tembuku,"['Wisata Alam & Taman (3)', 'Tur (2)', 'Pemandangan & Tengara (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Bali, Indonesia",496
375,Indonesia,Kalimantan Barat,Kalimantan Barat,"['Wisata Alam & Taman (27)', 'Pemandangan & Tengara (26)', 'Aktivitas Luar Ruangan (14)', 'Tempat Belanja (11)', 'Tur (6)', 'Museum (6)', 'Transportasi (5)', 'Makanan & Minuman (4)', 'Spa & Kebugaran (4)', 'Kursus & Sanggar (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Anak-Anak (15)', 'Harga terjangkau (12)', 'Masuk Gratis (12)', 'Cocok untuk Kelompok Besar (6)', 'Bagus Saat Hujan (5)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Kalimantan, Indonesia",9150
379,Indonesia,Sekotong Barat,Sekotong Barat,"['Aktivitas Luar Ruangan (13)', 'Wisata Alam & Taman (8)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (3)', 'Transportasi (1)', 'Cocok untuk Pasangan (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)', 'Lokasi bulan madu (2)', 'Masuk Gratis (2)', 'Tempat yang Belum Populer (1)']","Lombok, Indonesia",2238
380,Indonesia,Tana Toraja,Tana Toraja,"['Wisata Alam & Taman (5)', 'Tur (4)', 'Pemandangan & Tengara (4)', 'Transportasi (3)', 'Aktivitas Luar Ruangan (3)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Anak-Anak (1)']","Sulawesi Selatan, Indonesia",162
